,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
17458,[],,,,,,,,,,,,,,,,,,,,
17459,[],,,,,,,,,,,,,,,,,,,,
17460,[],,,,,,,,,,,,,,,,,,,,
17461,['alternative country', 'anti-folk', 'country rock', 'folk', 'folk rock', 'heartland rock', 'indie folk', 'lilith', 'mellow gold', 'new americana', 'outlaw country', 'rock', 'roots rock', 'singer-songwriter', 'traditional folk'],,,,,,
17462,['bossa nova', 'velha guarda'],,,,,,,,,,,,,,,,,,,
17463,"[""canzone d'autore""]",,,,,,,,,,,,,,,,,,,,
17464,"[""canzone d'autore""", 'classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,
17465,[],,,,,,,,,,,,,,,,,,,,
17466,['desi hip hop', 'desi pop', 'filmi', 'indian indie', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,
17467,['complextro', 'deep big room', 'electro house'],,,,,,,,,,,,,,,,,,
17468,['african reggae', 'lovers rock', 'reggae', 'roots reggae'],,,,,,,,,,,,,,,,,
17469,['alternative r&b', 'indie r&b', 'indie soul', 'pop r&b'],,,,,,,,,,,,,,,,,
17470,[],,,,,,,,,,,,,,,,,,,,
17471,['southampton indie'],,,,,,,,,,,,,,,,,,,,
17472,['hip pop', 'neo soul', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,,
17473,[],,,,,,,,,,,,,,,,,,,,
17474,[],,,,,,,,,,,,,,,,,,,,
17475,['ambient folk', 'british singer-songwriter', 'indie anthem-folk', 'indie folk'],,,,,,,,,,,,,,,,,
17476,[],,,,,,,,,,,,,,,,,,,,
17477,['acoustic pop'],,,,,,,,,,,,,,,,,,,,
17478,['ranchera'],,,,,,,,,,,,,,,,,,,,
17479,['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,
17480,[],,,,,,,,,,,,,,,,,,,,
17481,['bow pop', 'compositional ambient', 'neo-classical'],,,,,,,,,,,,,,,,,,
17482,['bow pop', 'compositional ambient', 'neo-classical'],,,,,,,,,,,,,,,,,,
17483,[],,,,,,,,,,,,,,,,,,,,
17484,[],,,,,,,,,,,,,,,,,,,,
17485,[],,,,,,,,,,,,,,,,,,,,
17486,['nordic soundtrack', 'soundtrack'],,,,,,,,,,,,,,,,,,,
17487,[],,,,,,,,,,,,,,,,,,,,
17488,['german classical piano'],,,,,,,,,,,,,,,,,,,,
17489,[],,,,,,,,,,,,,,,,,,,,
17490,['yiddish folk'],,,,,,,,,,,,,,,,,,,,
17491,[],,,,,,,,,,,,,,,,,,,,
17492,['classical bass'],,,,,,,,,,,,,,,,,,,,
17493,['classical', 'classical era', 'early romantic era', 'german romanticism'],,,,,,,,,,,,,,,,,
17494,[],,,,,,,,,,,,,,,,,,,,
17495,['pop r&b', 'st louis rap'],,,,,,,,,,,,,,,,,,,
17496,[],,,,,,,,,,,,,,,,,,,,
17497,['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,,
17498,['classical tenor', 'opera'],,,,,,,,,,,,,,,,,,,
17499,['classical', 'classical era', 'early music'],,,,,,,,,,,,,,,,,,
17500,['classical', 'classical era', 'early music'],,,,,,,,,,,,,,,,,,
17501,['canzone napoletana', 'italian romanticism', 'post-romantic era'],,,,,,,,,,,,,,,,,,
17502,[],,,,,,,,,,,,,,,,,,,,
17503,['hard minimal techno'],,,,,,,,,,,,,,,,,,,,
17504,[],,,,,,,,,,,,,,,,,,,,
17505,[],,,,,,,,,,,,,,,,,,,,
17506,['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional'],,,,,,,,,,,,,,
17507,[],,,,,,,,,,,,,,,,,,,,
17508,['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,,,
17509,['neo-classical'],,,,,,,,,,,,,,,,,,,,
17510,['bolero', 'bolero mexicano', 'jazz mexicano'],,,,,,,,,,,,,,,,,,
17511,[],,,,,,,,,,,,,,,,,,,,
17512,['classic soundtrack', 'italian soundtrack'],,,,,,,,,,,,,,,,,,,
17513,[],,,,,,,,,,,,,,,,,,,,
17514,['violao'],,,,,,,,,,,,,,,,,,,,
17515,['easy listening'],,,,,,,,,,,,,,,,,,,,
17516,['banda', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,,,,
17517,['musica jibara', 'puerto rican folk'],,,,,,,,,,,,,,,,,,,
17518,[],,,,,,,,,,,,,,,,,,,,
17519,[],,,,,,,,,,,,,,,,,,,,
17520,['cantautor', 'nueva cancion', 'spanish pop', 'trova'],,,,,,,,,,,,,,,,,
17521,['cuatro venezolano', 'latin', 'latin pop', 'modern salsa', 'musica nicaraguense', 'salsa', 'tropical'],,,,,,,,,,,,,,
17522,['classical piano', 'spanish classical piano'],,,,,,,,,,,,,,,,,,,
17523,[],,,,,,,,,,,,,,,,,,,,
17524,[],,,,,,,,,,,,,,,,,,,,
17525,['latin', 'latin pop', 'puerto rican pop', 'tropical'],,,,,,,,,,,,,,,,,
17526,[],,,,,,,,,,,,,,,,,,,,
17527,['ecuadorian pop', 'musica popular colombiana', 'vallenato'],,,,,,,,,,,,,,,,,,
17528,[],,,,,,,,,,,,,,,,,,,,
17529,['bolero', 'latin', 'latin pop'],,,,,,,,,,,,,,,,,,
17530,['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical'],,,,,,,,,,,,,,,,
17531,['latin jazz', 'salsa', 'salsa international'],,,,,,,,,,,,,,,,,,
17532,[],,,,,,,,,,,,,,,,,,,,
17533,[],,,,,,,,,,,,,,,,,,,,
17534,['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,,
17535,['trad jazz catala'],,,,,,,,,,,,,,,,,,,,
17536,['trad jazz catala'],,,,,,,,,,,,,,,,,,,,
17537,[],,,,,,,,,,,,,,,,,,,,
17538,[],,,,,,,,,,,,,,,,,,,,
17539,[],,,,,,,,,,,,,,,,,,,,
17540,['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical'],,,,,,,,,,,,,,,,
17541,['rumba'],,,,,,,,,,,,,,,,,,,,
17542,[],,,,,,,,,,,,,,,,,,,,
17543,['spanish renaissance'],,,,,,,,,,,,,,,,,,,,
17544,['corrido', 'deep regional mexican', 'norteno', 'ranchera', 'regional mexican', 'tejano'],,,,,,,,,,,,,,,
17545,['neo-classical'],,,,,,,,,,,,,,,,,,,,
17546,[],,,,,,,,,,,,,,,,,,,,
17547,[],,,,,,,,,,,,,,,,,,,,
17548,[],,,,,,,,,,,,,,,,,,,,
17549,[],,,,,,,,,,,,,,,,,,,,
17550,[],,,,,,,,,,,,,,,,,,,,
17551,[],,,,,,,,,,,,,,,,,,,,
17552,[],,,,,,,,,,,,,,,,,,,,
17553,['bossa nova', 'brazilian jazz', 'jazz guitar', 'samba-jazz', 'violao'],,,,,,,,,,,,,,,,
17554,['accordion', 'baiao', 'bossa nova', 'forro', 'forro tradicional', 'mpb', 'samba', 'velha guarda'],,,,,,,,,,,,,
17555,['bossa nova'],,,,,,,,,,,,,,,,,,,,
17556,['bossa nova', 'brazilian indie', 'mpb', 'pagode', 'samba', 'velha guarda'],,,,,,,,,,,,,,,
17557,[],,,,,,,,,,,,,,,,,,,,
17558,[],,,,,,,,,,,,,,,,,,,,
17559,['focus trance', 'organic house'],,,,,,,,,,,,,,,,,,,
17560,['danish pop', 'pop', 'scandipop'],,,,,,,,,,,,,,,,,,
17561,['american modern classical', 'contemporary classical'],,,,,,,,,,,,,,,,,,,
17562,['danish pop', 'pop', 'scandipop'],,,,,,,,,,,,,,,,,,
17563,['deep new americana', 'funk', 'jam band', 'modern blues', 'new americana', 'roots rock'],,,,,,,,,,,,,,,
17564,[],,,,,,,,,,,,,,,,,,,,
17565,['contemporary country'],,,,,,,,,,,,,,,,,,,,
17566,['boy pop'],,,,,,,,,,,,,,,,,,,,
17567,['deep uplifting trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,
17568,['contemporary country', 'country', 'country road'],,,,,,,,,,,,,,,,,,
17569,['contemporary country'],,,,,,,,,,,,,,,,,,,,
17570,['irish techno'],,,,,,,,,,,,,,,,,,,,
17571,['deep uplifting trance'],,,,,,,,,,,,,,,,,,,,
17572,['australian ambient', 'calming instrumental', 'compositional ambient', 'focus', 'neo-classical'],,,,,,,,,,,,,,,,
17573,[],,,,,,,,,,,,,,,,,,,,
17574,['banjo', 'celtic', 'irish banjo', 'irish country', 'irish folk'],,,,,,,,,,,,,,,,
17575,[],,,,,,,,,,,,,,,,,,,,
17576,['nu disco'],,,,,,,,,,,,,,,,,,,,
17577,[],,,,,,,,,,,,,,,,,,,,
17578,[],,,,,,,,,,,,,,,,,,,,
17579,[],,,,,,,,,,,,,,,,,,,,
17580,['italian hip hop', 'trap italiana'],,,,,,,,,,,,,,,,,,,
17581,['acid house'],,,,,,,,,,,,,,,,,,,,
17582,['deep talent show'],,,,,,,,,,,,,,,,,,,,
17583,[],,,,,,,,,,,,,,,,,,,,
17584,['boston folk', 'indie folk', 'new americana', 'new england americana'],,,,,,,,,,,,,,,,,
17585,['brazilian indie', 'manguebeat', 'nova mpb', 'nova musica pernambucana'],,,,,,,,,,,,,,,,,
17586,['sleep'],,,,,,,,,,,,,,,,,,,,
17587,['lullaby'],,,,,,,,,,,,,,,,,,,,
17588,['gypsy jazz'],,,,,,,,,,,,,,,,,,,,
17589,['calming instrumental', 'lullaby'],,,,,,,,,,,,,,,,,,,
17590,['brazilian rock', 'mpb', 'pop nacional'],,,,,,,,,,,,,,,,,,
17591,['hip pop'],,,,,,,,,,,,,,,,,,,,
17592,['progressive house', 'progressive trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
17593,['hardstyle', 'rawstyle', 'uptempo hardcore', 'xtra raw'],,,,,,,,,,,,,,,,,
17594,['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,,
17595,[],,,,,,,,,,,,,,,,,,,,
17596,[],,,,,,,,,,,,,,,,,,,,
17597,[],,,,,,,,,,,,,,,,,,,,
17598,['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,,
17599,['miami hip hop'],,,,,,,,,,,,,,,,,,,,
17600,['emo rap', 'pop rap', 'sad rap'],,,,,,,,,,,,,,,,,,
17601,['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap'],,,,,,,,,,,,,,,,
17602,['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,,
17603,['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop'],,,,,,,,,,,,,
17604,['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,
17605,['latin', 'latin pop'],,,,,,,,,,,,,,,,,,,
17606,[],,,,,,,,,,,,,,,,,,,,
17607,[],,,,,,,,,,,,,,,,,,,,
17608,['alternative pop', 'lilith'],,,,,,,,,,,,,,,,,,,
17609,['environmental'],,,,,,,,,,,,,,,,,,,,
17610,['environmental'],,,,,,,,,,,,,,,,,,,,
17611,[],,,,,,,,,,,,,,,,,,,,
17612,['trance'],,,,,,,,,,,,,,,,,,,,
17613,['dancehall', 'french reggae', 'lovers rock', 'modern reggae', 'roots reggae'],,,,,,,,,,,,,,,,
17614,['north carolina hip hop', 'underground hip hop'],,,,,,,,,,,,,,,,,,,
17615,['electric blues'],,,,,,,,,,,,,,,,,,,,
17616,['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues'],,,,,,,,,,,,,,,,
17617,['contemporary gospel', 'gospel'],,,,,,,,,,,,,,,,,,,
17618,[],,,,,,,,,,,,,,,,,,,,
17619,[],,,,,,,,,,,,,,,,,,,,
17620,['classic soul', 'memphis soul', 'southern soul'],,,,,,,,,,,,,,,,,,
17621,['chicago blues'],,,,,,,,,,,,,,,,,,,,
17622,['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary'],,,,,,,,,,,,,
17623,['comedia'],,,,,,,,,,,,,,,,,,,,
17624,['progressive house'],,,,,,,,,,,,,,,,,,,,
17625,['lute'],,,,,,,,,,,,,,,,,,,,
17626,[],,,,,,,,,,,,,,,,,,,,
17627,[],,,,,,,,,,,,,,,,,,,,
17628,['radio symphony'],,,,,,,,,,,,,,,,,,,,
17629,[],,,,,,,,,,,,,,,,,,,,
17630,[],,,,,,,,,,,,,,,,,,,,
17631,[],,,,,,,,,,,,,,,,,,,,
17632,['cantautor', 'spanish pop'],,,,,,,,,,,,,,,,,,,
17633,[],,,,,,,,,,,,,,,,,,,,
17634,['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'],,,,,,,,,,,,,,,,
17635,['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'],,,,,,,,,,,,,,,,
17636,[],,,,,,,,,,,,,,,,,,,,
17637,['dreamo', 'progressive post-hardcore'],,,,,,,,,,,,,,,,,,,
17638,[],,,,,,,,,,,,,,,,,,,,
17639,['no wave'],,,,,,,,,,,,,,,,,,,,
17640,[],,,,,,,,,,,,,,,,,,,,
17641,['circuit'],,,,,,,,,,,,,,,,,,,,
17642,['hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,
17643,['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop'],,,,,,,,,,,,,,
17644,['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk'],,,,,,,,
17645,['contemporary post-bop', 'jazz fusion', 'jazz piano'],,,,,,,,,,,,,,,,,,
17646,['ukulele'],,,,,,,,,,,,,,,,,,,,
17647,[],,,,,,,,,,,,,,,,,,,,
17648,['funk', 'soul'],,,,,,,,,,,,,,,,,,,
17649,[],,,,,,,,,,,,,,,,,,,,
17650,['trinidadian reggae'],,,,,,,,,,,,,,,,,,,,
17651,['breaks'],,,,,,,,,,,,,,,,,,,,
17652,['album rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock'],,,,,,,,,,,,,,,,
17653,['british soul', 'neo soul'],,,,,,,,,,,,,,,,,,,
17654,[],,,,,,,,,,,,,,,,,,,,
17655,[],,,,,,,,,,,,,,,,,,,,
17656,['country', 'country rock', 'nashville sound', 'traditional folk'],,,,,,,,,,,,,,,,,
17657,['classic country pop', 'nashville sound'],,,,,,,,,,,,,,,,,,,
17658,['classical cello', 'classical performance'],,,,,,,,,,,,,,,,,,,
17659,[],,,,,,,,,,,,,,,,,,,,
17660,[],,,,,,,,,,,,,,,,,,,,
17661,[],,,,,,,,,,,,,,,,,,,,
17662,['trinidadian reggae'],,,,,,,,,,,,,,,,,,,,
17663,['smooth soul'],,,,,,,,,,,,,,,,,,,,
17664,[],,,,,,,,,,,,,,,,,,,,
17665,['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock'],,,,,,,,,,,,
17666,['boston rock', 'classic garage rock', 'garage rock', 'power pop', 'pub rock', 'punk blues', 'trash rock'],,,,,,,,,,,,,,
17667,['hip pop', 'pop r&b', 'r&b', 'trap queen', 'urban contemporary'],,,,,,,,,,,,,,,,
17668,['alternative hip hop', 'turntablism'],,,,,,,,,,,,,,,,,,,
17669,['vintage chanson'],,,,,,,,,,,,,,,,,,,,
17670,['classic russian pop', 'classic russian rock', 'russian chanson', 'russian folk rock', 'russian pop', 'russian rock'],,,,,,,,,,,,,,,
17671,['bard'],,,,,,,,,,,,,,,,,,,,
17672,['modern blues', 'soul'],,,,,,,,,,,,,,,,,,,
17673,['hungarian classical performance'],,,,,,,,,,,,,,,,,,,,
17674,[],,,,,,,,,,,,,,,,,,,,
17675,['classical', 'french opera', 'french romanticism', 'late romantic era'],,,,,,,,,,,,,,,,,
17676,['chanson'],,,,,,,,,,,,,,,,,,,,
17677,[],,,,,,,,,,,,,,,,,,,,
17678,[],,,,,,,,,,,,,,,,,,,,
17679,[],,,,,,,,,,,,,,,,,,,,
17680,['bossa nova', 'mpb', 'musica popular mineira', 'samba'],,,,,,,,,,,,,,,,,
17681,[],,,,,,,,,,,,,,,,,,,,
17682,['contemporary country', 'deep talent show'],,,,,,,,,,,,,,,,,,,
17683,['thai pop'],,,,,,,,,,,,,,,,,,,,
17684,[],,,,,,,,,,,,,,,,,,,,
17685,['viral trap'],,,,,,,,,,,,,,,,,,,,
17686,[],,,,,,,,,,,,,,,,,,,,
17687,['modern folk rock'],,,,,,,,,,,,,,,,,,,,
17688,['sleep'],,,,,,,,,,,,,,,,,,,,
17689,[],,,,,,,,,,,,,,,,,,,,
17690,['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,
17691,[],,,,,,,,,,,,,,,,,,,,
17692,[],,,,,,,,,,,,,,,,,,,,
17693,['carnatic', 'carnatic vocal', 'indian classical', 'veena'],,,,,,,,,,,,,,,,,
17694,[],,,,,,,,,,,,,,,,,,,,
17695,[],,,,,,,,,,,,,,,,,,,,
17696,[],,,,,,,,,,,,,,,,,,,,
17697,[],,,,,,,,,,,,,,,,,,,,
17698,[],,,,,,,,,,,,,,,,,,,,
17699,[],,,,,,,,,,,,,,,,,,,,
17700,['carnatic', 'carnatic vocal', 'indian classical'],,,,,,,,,,,,,,,,,,
17701,['indie pop', 'pop'],,,,,,,,,,,,,,,,,,,
17702,[],,,,,,,,,,,,,,,,,,,,
17703,[],,,,,,,,,,,,,,,,,,,,
17704,[],,,,,,,,,,,,,,,,,,,,
17705,[],,,,,,,,,,,,,,,,,,,,
17706,[],,,,,,,,,,,,,,,,,,,,
17707,[],,,,,,,,,,,,,,,,,,,,
17708,['carnatic', 'carnatic vocal', 'indian classical'],,,,,,,,,,,,,,,,,,
17709,[],,,,,,,,,,,,,,,,,,,,
17710,[],,,,,,,,,,,,,,,,,,,,
17711,[],,,,,,,,,,,,,,,,,,,,
17712,['alternative country', 'anti-folk', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler'],,,,,,,,,,,,
17713,[],,,,,,,,,,,,,,,,,,,,
17714,['microhouse', 'minimal techno', 'tech house'],,,,,,,,,,,,,,,,,,
17715,['microhouse', 'minimal techno', 'tech house'],,,,,,,,,,,,,,,,,,
17716,['deep uplifting trance'],,,,,,,,,,,,,,,,,,,,
17717,['miami bass'],,,,,,,,,,,,,,,,,,,,
17718,['memphis hip hop'],,,,,,,,,,,,,,,,,,,,
17719,[],,,,,,,,,,,,,,,,,,,,
17720,[],,,,,,,,,,,,,,,,,,,,
17721,[],,,,,,,,,,,,,,,,,,,,
17722,['dance pop', 'escape room', 'indietronica', 'new rave'],,,,,,,,,,,,,,,,,
17723,['dutch trance'],,,,,,,,,,,,,,,,,,,,
17724,['uplifting trance'],,,,,,,,,,,,,,,,,,,,
17725,['uplifting trance'],,,,,,,,,,,,,,,,,,,,
17726,[],,,,,,,,,,,,,,,,,,,,
17727,[],,,,,,,,,,,,,,,,,,,,
17728,[],,,,,,,,,,,,,,,,,,,,
17729,[],,,,,,,,,,,,,,,,,,,,
17730,[],,,,,,,,,,,,,,,,,,,,
17731,['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'],,,,,,,,,,,,,,,
17732,['garage pop', 'garage punk', 'punk blues'],,,,,,,,,,,,,,,,,,
17733,[],,,,,,,,,,,,,,,,,,,,
17734,[],,,,,,,,,,,,,,,,,,,,
17735,[],,,,,,,,,,,,,,,,,,,,
17736,[],,,,,,,,,,,,,,,,,,,,
17737,[],,,,,,,,,,,,,,,,,,,,
17738,[],,,,,,,,,,,,,,,,,,,,
17739,['brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'],,,,,,,,,,,,,,
17740,['candy pop', 'dance pop', 'europop', 'girl group', 'norwegian pop'],,,,,,,,,,,,,,,,
17741,[],,,,,,,,,,,,,,,,,,,,
17742,['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'],,,,,,,,,,,,,,,,
17743,['video game music'],,,,,,,,,,,,,,,,,,,,
17744,['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical'],,,,,,,,,,,,,,,
17745,['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap'],,,,,,,,,,,,,,
17746,['big room', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house'],,,,,,,,,,,,
17747,['k-pop', 'k-pop girl group'],,,,,,,,,,,,,,,,,,,
17748,[],,,,,,,,,,,,,,,,,,,,
17749,['dance pop', 'electropop', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk alternative pop'],,,,,,,,,,,,,,
17750,['electro'],,,,,,,,,,,,,,,,,,,,
17751,[],,,,,,,,,,,,,,,,,,,,
17752,['emo rap', 'pop rap', 'sad rap'],,,,,,,,,,,,,,,,,,
17753,[],,,,,,,,,,,,,,,,,,,,
17754,[],,,,,,,,,,,,,,,,,,,,
17755,['dance pop', 'pop'],,,,,,,,,,,,,,,,,,,
17756,['j-metal', 'japanese metalcore'],,,,,,,,,,,,,,,,,,,
17757,[],,,,,,,,,,,,,,,,,,,,
17758,[],,,,,,,,,,,,,,,,,,,,
17759,['industrial hip hop'],,,,,,,,,,,,,,,,,,,,
17760,['chicano rap'],,,,,,,,,,,,,,,,,,,,
17761,['flint hip hop', 'gangster rap'],,,,,,,,,,,,,,,,,,,
17762,['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship'],,,,,,,,,,,,,,,
17763,[],,,,,,,,,,,,,,,,,,,,
17764,['mexican hip hop', 'trap mexicano'],,,,,,,,,,,,,,,,,,,
17765,[],,,,,,,,,,,,,,,,,,,,
17766,['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap'],,,,,,,,,,,,,,,,
17767,[],,,,,,,,,,,,,,,,,,,,
17768,[],,,,,,,,,,,,,,,,,,,,
17769,[],,,,,,,,,,,,,,,,,,,,
17770,['hip hop', 'hip house', 'new jack swing', 'rap'],,,,,,,,,,,,,,,,,
17771,['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'new jack swing', 'old school hip hop', 'rap'],,,,,,,,,,,
17772,[],,,,,,,,,,,,,,,,,,,,
17773,['chicano rap', 'latin hip hop'],,,,,,,,,,,,,,,,,,,
17774,[],,,,,,,,,,,,,,,,,,,,
17775,[],,,,,,,,,,,,,,,,,,,,
17776,['gangster rap', 'hip hop', 'west coast rap'],,,,,,,,,,,,,,,,,,
17777,['deep east coast hip hop', 'hardcore hip hop', 'queens hip hop'],,,,,,,,,,,,,,,,,,
17778,['bounce'],,,,,,,,,,,,,,,,,,,,
17779,['french hip hop', 'french rock', 'jazz rap', 'old school rap francais'],,,,,,,,,,,,,,,,,
17780,['meme rap', 'sad rap'],,,,,,,,,,,,,,,,,,,
17781,[],,,,,,,,,,,,,,,,,,,,
17782,['kirtan', 'meditation', 'shamanic', 'world fusion'],,,,,,,,,,,,,,,,,
17783,['blues rock', 'classic garage rock', 'detroit rock', 'garage rock', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues'],,,,,,,,,,,,
17784,['crust punk', 'hardcore punk', 'punk', 'thrash core'],,,,,,,,,,,,,,,,,
17785,[],,,,,,,,,,,,,,,,,,,,
17786,['german choir'],,,,,,,,,,,,,,,,,,,,
17787,['edm', 'pop dance', 'pop house', 'tropical house'],,,,,,,,,,,,,,,,,
17788,['edm', 'pop dance', 'pop house', 'tropical house'],,,,,,,,,,,,,,,,,
17789,['eurobeat'],,,,,,,,,,,,,,,,,,,,
17790,['classic country pop'],,,,,,,,,,,,,,,,,,,,
17791,[],,,,,,,,,,,,,,,,,,,,
17792,['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap'],,,,,,,,,,,,,,,,,
17793,['alternative hip hop'],,,,,,,,,,,,,,,,,,,,
17794,['classic soul', 'disco', 'funk', 'instrumental soul', 'jazz funk', 'motown', 'philly soul', 'post-disco', 'quiet storm'],,,,,,,,,,,,
17795,[],,,,,,,,,,,,,,,,,,,,
17796,[],,,,,,,,,,,,,,,,,,,,
17797,['classic soundtrack', 'movie tunes'],,,,,,,,,,,,,,,,,,,
17798,['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock'],,,,,,,,,,,,,,,,
17799,['norwegian pop'],,,,,,,,,,,,,,,,,,,,
17800,[],,,,,,,,,,,,,,,,,,,,
17801,['j-pop', 'j-poprock', 'j-reggae'],,,,,,,,,,,,,,,,,,
17802,['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop dance'],,,,,,,,,,,,
17803,[],,,,,,,,,,,,,,,,,,,,
17804,[],,,,,,,,,,,,,,,,,,,,
17805,[],,,,,,,,,,,,,,,,,,,,
17806,[],,,,,,,,,,,,,,,,,,,,
17807,['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rock'],,,,,,,,,,,,,,,,
17808,[],,,,,,,,,,,,,,,,,,,,
17809,['dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap'],,,,,,,,,,,,,,,,
17810,['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop'],,,,,,,,,,,,,,,
17811,['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop'],,,,,,,,,,,,,,,
17812,['electropop', 'indietronica', 'metropopolis'],,,,,,,,,,,,,,,,,,
17813,['pop dance', 'tropical house', 'uk contemporary r&b', 'uk dance'],,,,,,,,,,,,,,,,,
17814,['dfw rap', 'trap'],,,,,,,,,,,,,,,,,,,
17815,['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,,
17816,[],,,,,,,,,,,,,,,,,,,,
17817,['dark progressive house', 'deep progressive house', 'focus trance', 'progressive breaks'],,,,,,,,,,,,,,,,,
17818,[],,,,,,,,,,,,,,,,,,,,
17819,[],,,,,,,,,,,,,,,,,,,,
17820,[],,,,,,,,,,,,,,,,,,,,
17821,[],,,,,,,,,,,,,,,,,,,,
17822,[],,,,,,,,,,,,,,,,,,,,
17823,['bedroom pop', 'electropop', 'indie pop', 'pop'],,,,,,,,,,,,,,,,,
17824,['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,
17825,['blues', 'harlem renaissance', 'traditional blues'],,,,,,,,,,,,,,,,,,
17826,['contemporary country', 'country pop'],,,,,,,,,,,,,,,,,,,
17827,[],,,,,,,,,,,,,,,,,,,,
17828,['deep uplifting trance', 'dutch trance', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,
17829,[],,,,,,,,,,,,,,,,,,,,
17830,[],,,,,,,,,,,,,,,,,,,,
17831,['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house'],,,,,,,,,,,,,,,,
